Extracted Sorting ID 072826,Cage Card 072826,DOB 072826,Sex 072826,Strain,Notes,Source Page,Position on Page,Raw Card Text,Card Type,External ID,Census Date,Breeding Date,Sex Normalized,Mouse Tag,Previous Tag,# Animals,Mice In Card,ID Count Matches # Animals,Created,Ref,Parse Warnings
1603,CC-28881-2,4/18/2026,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1603 - no eartag, black coat",12,2,"X6-041 Species MOUSE # Animals 1 Census 06/15/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1603 - no eartag, black coat Created 7/13/2026 3:57pm SPLIT-6966 • CC-28881-2 • External ID:",CENSUS,X6-041,6/15/2026,,FEMALE,1603,,1,1,YES,7/13/2026 3:57pm,SPLIT-6966,
1604,CC-28079-7,4/18/2026,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1604,8,2,X6-041 Species MOUSE # Animals 1 Census 05/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1604 Created 7/13/2026 3:57pm W-6131 • CC-28079-7 • External ID:,CENSUS,X6-041,5/9/2026,,MALE,1604,,1,1,YES,7/13/2026 3:57pm,W-6131,
1606,CC-28433-3,4/18/2026,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1606,10,1,X6-041 Species MOUSE # Animals 1 Census 05/26/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1606 Created 7/13/2026 3:57pm SPLIT-6831 • CC-28433-3 • External ID:,CENSUS,X6-041,5/26/2026,,MALE,1606,,1,1,YES,7/13/2026 3:57pm,SPLIT-6831,
1607,CC-28885-2,3/14/2026,MALE,Kcnt1-YH;PV-Cre,1607(M)(previously 586) x 579(F),13,1,X6-041 Species MOUSE # Animals 2 P.I. Barry J. M DOB 03/14/26 F DOB 03/14/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) 1607 Kcnt1-YH;PV-Cre F Strain (ID) 579 Kcnt1-YH;PV-Cre Notes 1607(M)(previously 586) x 579(F) Created 7/13/2026 3:57pm SPLIT-6970 • CC-28885-2 • External ID:,BREEDER,X6-041,,6/15/2026,MALE,1607,586,2,2,YES,7/13/2026 3:57pm,SPLIT-6970,
1608,CC-27240-6,3/14/2026,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581),6,2,X6-041 Species MOUSE # Animals 3 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) Created 7/13/2026 3:57pm W-5844 • CC-27240-6 • External ID:,CENSUS,X6-041,4/4/2026,,MALE,1608,581,3,3,YES,7/13/2026 3:57pm,W-5844,
1609,CC-29429-2,3/14/2026,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1609 (previously 587),14,3,X6-041 Species MOUSE # Animals 1 Census 07/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1609 (previously 587) Created 7/13/2026 3:57pm SPLIT-7218 • CC-29429-2 • External ID:,CENSUS,X6-041,7/9/2026,,MALE,1609,587,1,1,YES,7/13/2026 3:57pm,SPLIT-7218,
1610,CC-27733-7,4/6/2026,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),7,3,X6-041 Species MOUSE # Animals 3 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 7/21/2026 12:45pm W-6039 • CC-27733-7 • External ID:,CENSUS,X6-041,4/27/2026,,FEMALE,1610,592,3,3,YES,7/21/2026 12:45pm,W-6039,
1611,CC-27733-7,4/6/2026,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),7,3,X6-041 Species MOUSE # Animals 3 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 7/21/2026 12:45pm W-6039 • CC-27733-7 • External ID:,CENSUS,X6-041,4/27/2026,,FEMALE,1611,590,3,3,YES,7/21/2026 12:45pm,W-6039,
1612,CC-27733-7,4/6/2026,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),7,3,X6-041 Species MOUSE # Animals 3 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 7/21/2026 12:45pm W-6039 • CC-27733-7 • External ID:,CENSUS,X6-041,4/27/2026,,FEMALE,1612,593,3,3,YES,7/21/2026 12:45pm,W-6039,
1613,CC-28383-3,5/1/2026,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614,9,1,X6-041 Species MOUSE # Animals 2 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1613 1614 Created 7/13/2026 3:57pm W-6205 • CC-28383-3 • External ID:,CENSUS,X6-041,5/22/2026,,MALE,1613,,2,2,YES,7/13/2026 3:57pm,W-6205,
1614,CC-28383-3,5/1/2026,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614,9,1,X6-041 Species MOUSE # Animals 2 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1613 1614 Created 7/13/2026 3:57pm W-6205 • CC-28383-3 • External ID:,CENSUS,X6-041,5/22/2026,,MALE,1614,,2,2,YES,7/13/2026 3:57pm,W-6205,
1616,CC-28384-3,5/1/2026,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,9,2,X6-041 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 7/13/2026 3:57pm W-6205 • CC-28384-3 • External ID:,CENSUS,X6-041,5/22/2026,,FEMALE,1616,,4,4,YES,7/13/2026 3:57pm,W-6205,
1617,CC-28384-3,5/1/2026,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,9,2,X6-041 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 7/13/2026 3:57pm W-6205 • CC-28384-3 • External ID:,CENSUS,X6-041,5/22/2026,,FEMALE,1617,,4,4,YES,7/13/2026 3:57pm,W-6205,
1619,CC-28384-3,5/1/2026,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,9,2,X6-041 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 7/13/2026 3:57pm W-6205 • CC-28384-3 • External ID:,CENSUS,X6-041,5/22/2026,,FEMALE,1619,,4,4,YES,7/13/2026 3:57pm,W-6205,
1620,CC-28384-3,5/1/2026,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,9,2,X6-041 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 7/13/2026 3:57pm W-6205 • CC-28384-3 • External ID:,CENSUS,X6-041,5/22/2026,,FEMALE,1620,,4,4,YES,7/13/2026 3:57pm,W-6205,
1621,CC-28576-3,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1621 | 1623,10,3,X6-041 Species MOUSE # Animals 2 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1621 1623 Created 7/13/2026 3:57pm W-6264 • CC-28576-3 • External ID:,CENSUS,X6-041,6/1/2026,,FEMALE,1621,,2,2,YES,7/13/2026 3:57pm,W-6264,
1623,CC-28576-3,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1621 | 1623,10,3,X6-041 Species MOUSE # Animals 2 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1621 1623 Created 7/13/2026 3:57pm W-6264 • CC-28576-3 • External ID:,CENSUS,X6-041,6/1/2026,,FEMALE,1623,,2,2,YES,7/13/2026 3:57pm,W-6264,
1625,CC-28577-3,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,11,1,X6-041 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1625 1626 1627 Created 7/13/2026 3:57pm W-6264 • CC-28577-3 • External ID:,CENSUS,X6-041,6/1/2026,,FEMALE,1625,,3,3,YES,7/13/2026 3:57pm,W-6264,
1626,CC-28577-3,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,11,1,X6-041 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1625 1626 1627 Created 7/13/2026 3:57pm W-6264 • CC-28577-3 • External ID:,CENSUS,X6-041,6/1/2026,,FEMALE,1626,,3,3,YES,7/13/2026 3:57pm,W-6264,
1627,CC-28577-3,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,11,1,X6-041 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1625 1626 1627 Created 7/13/2026 3:57pm W-6264 • CC-28577-3 • External ID:,CENSUS,X6-041,6/1/2026,,FEMALE,1627,,3,3,YES,7/13/2026 3:57pm,W-6264,
1629,CC-28754-2,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1629 | 1631,11,3,X6-041 Species MOUSE # Animals 2 Census 06/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1629 1631 Created 7/13/2026 3:57pm SPLIT-6919 • CC-28754-2 • External ID:,CENSUS,X6-041,6/9/2026,,FEMALE,1629,,2,2,YES,7/13/2026 3:57pm,SPLIT-6919,
1630,CC-28578-4,5/11/2026,MALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1630,11,2,X6-041 Species MOUSE # Animals 1 Census 06/01/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1630 Created 7/13/2026 3:57pm W-6264 • CC-28578-4 • External ID:,CENSUS,X6-041,6/1/2026,,MALE,1630,,1,1,YES,7/13/2026 3:57pm,W-6264,
1631,CC-28754-2,5/11/2026,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1629 | 1631,11,3,X6-041 Species MOUSE # Animals 2 Census 06/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 (M) x 546 (F) 1629 1631 Created 7/13/2026 3:57pm SPLIT-6919 • CC-28754-2 • External ID:,CENSUS,X6-041,6/9/2026,,FEMALE,1631,,2,2,YES,7/13/2026 3:57pm,SPLIT-6919,
1632,CC-29225-2,6/9/2026,MALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1632 | 1633 | 1634 | 1635 (black coat),14,1,X6-041 Species MOUSE # Animals 4 Census 06/30/26 Sex MALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1632 1633 1634 1635 (black coat) Created 7/13/2026 3:57pm W-6453 • CC-29225-2 • External ID:,CENSUS,X6-041,6/30/2026,,MALE,1632,,4,4,YES,7/13/2026 3:57pm,W-6453,
1633,CC-29225-2,6/9/2026,MALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1632 | 1633 | 1634 | 1635 (black coat),14,1,X6-041 Species MOUSE # Animals 4 Census 06/30/26 Sex MALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1632 1633 1634 1635 (black coat) Created 7/13/2026 3:57pm W-6453 • CC-29225-2 • External ID:,CENSUS,X6-041,6/30/2026,,MALE,1633,,4,4,YES,7/13/2026 3:57pm,W-6453,
1634,CC-29225-2,6/9/2026,MALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1632 | 1633 | 1634 | 1635 (black coat),14,1,X6-041 Species MOUSE # Animals 4 Census 06/30/26 Sex MALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1632 1633 1634 1635 (black coat) Created 7/13/2026 3:57pm W-6453 • CC-29225-2 • External ID:,CENSUS,X6-041,6/30/2026,,MALE,1634,,4,4,YES,7/13/2026 3:57pm,W-6453,
1635,CC-29225-2,6/9/2026,MALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1632 | 1633 | 1634 | 1635 (black coat),14,1,X6-041 Species MOUSE # Animals 4 Census 06/30/26 Sex MALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1632 1633 1634 1635 (black coat) Created 7/13/2026 3:57pm W-6453 • CC-29225-2 • External ID:,CENSUS,X6-041,6/30/2026,,MALE,1635,,4,4,YES,7/13/2026 3:57pm,W-6453,
1636,CC-29226-2,6/9/2026,FEMALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1636 | 1637,14,2,X6-041 Species MOUSE # Animals 2 Census 06/30/26 Sex FEMALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1636 1637 Created 7/13/2026 3:57pm W-6453 • CC-29226-2 • External ID:,CENSUS,X6-041,6/30/2026,,FEMALE,1636,,2,2,YES,7/13/2026 3:57pm,W-6453,
1637,CC-29226-2,6/9/2026,FEMALE,KCNT1;SST-Cre,575 x 546 (parents separated prior to birth) | 1636 | 1637,14,2,X6-041 Species MOUSE # Animals 2 Census 06/30/26 Sex FEMALE P.I. Barry J. Strain KCNT1;SST-Cre Code DOB 2026-06-09 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 575 x 546 (parents separated prior to birth) 1636 1637 Created 7/13/2026 3:57pm W-6453 • CC-29226-2 • External ID:,CENSUS,X6-041,6/30/2026,,FEMALE,1637,,2,2,YES,7/13/2026 3:57pm,W-6453,
