Extracted Sorting ID,Cage Card,Sex,Strain,DOB,Notes,Source Page,Position on Page,Raw Card Text
543,CC-24051-4,MALE,Kcnt1-YH;PV-Cre,10/1/25,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,8,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:
544,CC-24051-4,MALE,Kcnt1-YH;PV-Cre,10/1/25,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,8,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:
545,CC-24051-4,MALE,Kcnt1-YH;PV-Cre,10/1/25,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,8,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:
547,CC-24576-3,FEMALE,FID: Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 547 | 548 | 549 | 551,9,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:
548,CC-24576-3,FEMALE,FID: Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 547 | 548 | 549 | 551,9,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:
549,CC-24576-3,FEMALE,FID: Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 547 | 548 | 549 | 551,9,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:
551,CC-24576-3,FEMALE,FID: Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 547 | 548 | 549 | 551,9,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:
556,CC-24575-6,MALE,Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 571 | 572 | 573 | 556,9,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:
558,CC-25203-4,FEMALE,Kcnt1-YH;PV-Cre,11/27/2025,558 | 559,10,3,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 558 559 Created 2/18/2026 4:41pm W-5191 • CC-25203-4 • External ID:
559,CC-25203-4,FEMALE,Kcnt1-YH;PV-Cre,11/27/2025,558 | 559,10,3,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 558 559 Created 2/18/2026 4:41pm W-5191 • CC-25203-4 • External ID:
560,CC-25204-2,MALE,Kcnt1-YH;PV-Cre,11/27/2025,560 | 561 | 562,11,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:
561,CC-25204-2,MALE,Kcnt1-YH;PV-Cre,11/27/2025,560 | 561 | 562,11,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:
562,CC-25204-2,MALE,Kcnt1-YH;PV-Cre,11/27/2025,560 | 561 | 562,11,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:
566,CC-25205-3,MALE,Kcnt1-YH;PV-Cre,11/27/2025,566 | 567,11,2,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 566 567 Created 2/18/2026 4:41pm W-5191 • CC-25205-3 • External ID:
567,CC-25205-3,MALE,Kcnt1-YH;PV-Cre,11/27/2025,566 | 567,11,2,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 566 567 Created 2/18/2026 4:41pm W-5191 • CC-25205-3 • External ID:
571,CC-24575-6,MALE,Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 571 | 572 | 573 | 556,9,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:
572,CC-24575-6,MALE,Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 571 | 572 | 573 | 556,9,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:
573,CC-24575-6,MALE,Kcnt1-YH; SST-cre (het),2025-10-25,329x302 | 571 | 572 | 573 | 556,9,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:
576,CC-27511-1,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 576 (previously 533,16,3,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 576 (previously 533 Created 4/16/2026 3:08pm SPLIT-6465 • CC-27511-1 • External ID:
577,CC-23782-7,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 577 (previously 534) | 578 (previously 535),7,3,X0-145 Species MOUSE # Animals 2 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) 578 (previously 535) Created 4/16/2026 3:08pm • CC-23782-7 • External ID:
578,CC-23782-7,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 577 (previously 534) | 578 (previously 535),7,3,X0-145 Species MOUSE # Animals 2 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) 578 (previously 535) Created 4/16/2026 3:08pm • CC-23782-7 • External ID:
579,CC-27241-1,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 579 | 580,15,2,X0-145 Species MOUSE # Animals 2 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 579 580 Created 4/4/2026 11:43am W-5844 • CC-27241-1 • External ID:
580,CC-27241-1,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 579 | 580,15,2,X0-145 Species MOUSE # Animals 2 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 579 580 Created 4/4/2026 11:43am W-5844 • CC-27241-1 • External ID:
581,CC-27240-1,MALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 581 | 583 | 584 | 586 | 587,15,1,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 581 583 584 586 587 Created 4/4/2026 11:43am W-5844 • CC-27240-1 • External ID:
583,CC-27240-1,MALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 581 | 583 | 584 | 586 | 587,15,1,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 581 583 584 586 587 Created 4/4/2026 11:43am W-5844 • CC-27240-1 • External ID:
584,CC-27240-1,MALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 581 | 583 | 584 | 586 | 587,15,1,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 581 583 584 586 587 Created 4/4/2026 11:43am W-5844 • CC-27240-1 • External ID:
586,CC-27240-1,MALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 581 | 583 | 584 | 586 | 587,15,1,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 581 583 584 586 587 Created 4/4/2026 11:43am W-5844 • CC-27240-1 • External ID:
587,CC-27240-1,MALE,FID: Kcnt1-YH;PV-Cre,2026-03-14,565 (M) x 557 (F) | 581 | 583 | 584 | 586 | 587,15,1,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 581 583 584 586 587 Created 4/4/2026 11:43am W-5844 • CC-27240-1 • External ID:
588,CC-27733-2,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 588 | 590 | 591 | 592 | 593,17,2,X0-145 Species MOUSE # Animals 5 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 588 590 591 592 593 Created 4/27/2026 5:29pm W-6039 • CC-27733-2 • External ID:
590,CC-27733-2,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 588 | 590 | 591 | 592 | 593,17,2,X0-145 Species MOUSE # Animals 5 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 588 590 591 592 593 Created 4/27/2026 5:29pm W-6039 • CC-27733-2 • External ID:
591,CC-27733-2,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 588 | 590 | 591 | 592 | 593,17,2,X0-145 Species MOUSE # Animals 5 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 588 590 591 592 593 Created 4/27/2026 5:29pm W-6039 • CC-27733-2 • External ID:
592,CC-27733-2,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 588 | 590 | 591 | 592 | 593,17,2,X0-145 Species MOUSE # Animals 5 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 588 590 591 592 593 Created 4/27/2026 5:29pm W-6039 • CC-27733-2 • External ID:
593,CC-27733-2,FEMALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 588 | 590 | 591 | 592 | 593,17,2,X0-145 Species MOUSE # Animals 5 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 588 590 591 592 593 Created 4/27/2026 5:29pm W-6039 • CC-27733-2 • External ID:
594,CC-27734-2,MALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 594 | 595 | 596,17,3,X0-145 Species MOUSE # Animals 3 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 596 Created 4/27/2026 5:31pm W-6039 • CC-27734-2 • External ID:
595,CC-27734-2,MALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 594 | 595 | 596,17,3,X0-145 Species MOUSE # Animals 3 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 596 Created 4/27/2026 5:31pm W-6039 • CC-27734-2 • External ID:
596,CC-27734-2,MALE,FID: Kcnt1-YH;PV-Cre,2026-04-06,565 (M) x 557 (F) | 594 | 595 | 596,17,3,X0-145 Species MOUSE # Animals 3 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 596 Created 4/27/2026 5:31pm W-6039 • CC-27734-2 • External ID:
