Extracted Sorting ID 062226,Cage Card 062226,DOB 062226,Sex 062226,Strain,Notes,Source Page,Position on Page,Raw Card Text,Card Type,External ID,Census Date,Breeding Date,Sex Normalized,Mouse Tag,Previous Tag,# Animals,Mice In Card,ID Count Matches # Animals,Created,Ref,Parse Warnings
575,CC-28579-1,10/25/25,M,KCNT1; SST-Cre,575 (former breeder),15,2,X0-145 Species MOUSE # Animals 1 Census 06/01/26 Sex M P.I. Barry J. Strain KCNT1; SST-Cre Code DOB 10/25/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (former breeder) Created 6/1/2026 3:04pm SPLIT-6874 • CC-28579-1 • External ID:,CENSUS,X0-145,06/01/26,,MALE,575,,1,1,YES,6/1/2026 3:04pm,SPLIT-6874,
576,CC-27511-1,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 576 (previously 533,10,2,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 576 (previously 533 Created 4/16/2026 3:08pm SPLIT-6465 • CC-27511-1 • External ID:,CENSUS,X0-145,04/16/26,,MALE,576,533,1,1,YES,4/16/2026 3:08pm,SPLIT-6465,
577,CC-23782-8,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 577 (previously 534),3,1,X0-145 Species MOUSE # Animals 1 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) Created 5/20/2026 10:34am • CC-23782-8 • External ID:,CENSUS,X0-145,10/06/25,,MALE,577,534,1,1,YES,5/20/2026 10:34am,,
579,CC-28885-1,03/14/26,FEMALE,Kcnt1-YH;PV-Cre,1607(M)(previously 586) x 579(F),17,1,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 03/14/26 F DOB 03/14/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) 1607 Kcnt1-YH;PV-Cre F Strain (ID) 579 Kcnt1-YH;PV-Cre Notes 1607(M)(previously 586) x 579(F) Created 6/15/2026 12:35pm SPLIT-6970 • CC-28885-1 • External ID:,BREEDER,X0-145,,06/15/26,FEMALE,579,,2,2,YES,6/15/2026 12:35pm,SPLIT-6970,
580,CC-27241-2,2026-03-14,FEMALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 580,9,1,X0-145 Species MOUSE # Animals 1 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 580 Created 6/15/2026 12:35pm W-5844 • CC-27241-2 • External ID:,CENSUS,X0-145,04/04/26,,FEMALE,580,,1,1,YES,6/15/2026 12:35pm,W-5844,
583,CC-27240-4,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581) | 1609 (previously 587),8,3,X0-145 Species MOUSE # Animals 4 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) 1609 (previously 587) Created 6/15/2026 12:35pm W-5844 • CC-27240-4 • External ID:,CENSUS,X0-145,04/04/26,,MALE,583,,4,4,YES,6/15/2026 12:35pm,W-5844,
584,CC-27240-4,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581) | 1609 (previously 587),8,3,X0-145 Species MOUSE # Animals 4 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) 1609 (previously 587) Created 6/15/2026 12:35pm W-5844 • CC-27240-4 • External ID:,CENSUS,X0-145,04/04/26,,MALE,584,,4,4,YES,6/15/2026 12:35pm,W-5844,
588,CC-27733-5,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),11,1,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 5/29/2026 1:49pm W-6039 • CC-27733-5 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,588,,4,4,YES,5/29/2026 1:49pm,W-6039,
591,CC-28501-1,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 591,14,1,X0-145 Species MOUSE # Animals 1 Census 05/28/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 591 Created 5/28/2026 9:59am SPLIT-6853 • CC-28501-1 • External ID:,CENSUS,X0-145,05/28/26,,FEMALE,591,,1,1,YES,5/28/2026 9:59am,SPLIT-6853,
594,CC-27734-3,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,11,2,X0-145 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 Created 5/28/2026 10:00am W-6039 • CC-27734-3 • External ID:,CENSUS,X0-145,04/27/26,,MALE,594,,2,2,YES,5/28/2026 10:00am,W-6039,
595,CC-27734-3,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,11,2,X0-145 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 Created 5/28/2026 10:00am W-6039 • CC-27734-3 • External ID:,CENSUS,X0-145,04/27/26,,MALE,595,,2,2,YES,5/28/2026 10:00am,W-6039,
597,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,12,1,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0597,,3,3,YES,5/26/2026 3:45pm,W-6131,
598,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,12,1,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0598,,3,3,YES,5/26/2026 3:45pm,W-6131,
599,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,12,1,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0599,,3,3,YES,5/26/2026 3:45pm,W-6131,
1600,CC-28884-1,04/18/26,FEMALE,Kcnt1-YH; SST-cre,1602 (M) x 1600 (F),16,3,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 04/18/26 F DOB 04/18/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) 1602 Kcnt1-YH;SST F Strain (ID) 1600 Kcnt1-YH; SST-cre Notes 1602 (M) x 1600 (F) Created 6/15/2026 12:32pm SPLIT-6969 • CC-28884-1 • External ID:,BREEDER,X0-145,,06/15/26,FEMALE,1600,,2,2,YES,6/15/2026 12:32pm,SPLIT-6969,
1602,CC-28884-1,04/18/26,MALE,Kcnt1-YH;SST,1602 (M) x 1600 (F),16,3,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 04/18/26 F DOB 04/18/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) 1602 Kcnt1-YH;SST F Strain (ID) 1600 Kcnt1-YH; SST-cre Notes 1602 (M) x 1600 (F) Created 6/15/2026 12:32pm SPLIT-6969 • CC-28884-1 • External ID:,BREEDER,X0-145,,06/15/26,MALE,1602,,2,2,YES,6/15/2026 12:32pm,SPLIT-6969,
1603,CC-28881-1,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1603 - no eartag, black coat",16,2,"X0-145 Species MOUSE # Animals 1 Census 06/15/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1603 - no eartag, black coat Created 6/15/2026 8:37am SPLIT-6966 • CC-28881-1 • External ID:",CENSUS,X0-145,06/15/26,,FEMALE,1603,,1,1,YES,6/15/2026 8:37am,SPLIT-6966,
1604,CC-28079-6,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1604,11,3,X0-145 Species MOUSE # Animals 1 Census 05/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1604 Created 6/16/2026 3:55pm W-6131 • CC-28079-6 • External ID:,CENSUS,X0-145,05/09/26,,MALE,1604,,1,1,YES,6/16/2026 3:55pm,W-6131,
1606,CC-28433-2,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1606,13,2,X0-145 Species MOUSE # Animals 1 Census 05/26/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1606 Created 6/15/2026 12:33pm SPLIT-6831 • CC-28433-2 • External ID:,CENSUS,X0-145,05/26/26,,MALE,1606,,1,1,YES,6/15/2026 12:33pm,SPLIT-6831,
1607,CC-28885-1,03/14/26,MALE,Kcnt1-YH;PV-Cre,1607(M)(previously 586) x 579(F),17,1,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 03/14/26 F DOB 03/14/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) 1607 Kcnt1-YH;PV-Cre F Strain (ID) 579 Kcnt1-YH;PV-Cre Notes 1607(M)(previously 586) x 579(F) Created 6/15/2026 12:35pm SPLIT-6970 • CC-28885-1 • External ID:,BREEDER,X0-145,,06/15/26,MALE,1607,586,2,2,YES,6/15/2026 12:35pm,SPLIT-6970,
1608,CC-27240-4,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581) | 1609 (previously 587),8,3,X0-145 Species MOUSE # Animals 4 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) 1609 (previously 587) Created 6/15/2026 12:35pm W-5844 • CC-27240-4 • External ID:,CENSUS,X0-145,04/04/26,,MALE,1608,581,4,4,YES,6/15/2026 12:35pm,W-5844,
1609,CC-27240-4,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581) | 1609 (previously 587),8,3,X0-145 Species MOUSE # Animals 4 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) 1609 (previously 587) Created 6/15/2026 12:35pm W-5844 • CC-27240-4 • External ID:,CENSUS,X0-145,04/04/26,,MALE,1609,587,4,4,YES,6/15/2026 12:35pm,W-5844,
1610,CC-27733-5,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),11,1,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 5/29/2026 1:49pm W-6039 • CC-27733-5 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1610,592,4,4,YES,5/29/2026 1:49pm,W-6039,
1611,CC-27733-5,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),11,1,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 5/29/2026 1:49pm W-6039 • CC-27733-5 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1611,590,4,4,YES,5/29/2026 1:49pm,W-6039,
1612,CC-27733-5,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 (previously 592) | 1611 (previously 590) | 1612 (previously 593),11,1,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 (previously 592) 1611 (previously 590) 1612 (previously 593) Created 5/29/2026 1:49pm W-6039 • CC-27733-5 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1612,593,4,4,YES,5/29/2026 1:49pm,W-6039,
1613,CC-28383-2,2026-05-01,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614,12,2,X0-145 Species MOUSE # Animals 2 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1613 1614 Created 6/16/2026 4:18pm W-6205 • CC-28383-2 • External ID:,CENSUS,X0-145,05/22/26,,MALE,1613,,2,2,YES,6/16/2026 4:18pm,W-6205,
1614,CC-28383-2,2026-05-01,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614,12,2,X0-145 Species MOUSE # Animals 2 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1613 1614 Created 6/16/2026 4:18pm W-6205 • CC-28383-2 • External ID:,CENSUS,X0-145,05/22/26,,MALE,1614,,2,2,YES,6/16/2026 4:18pm,W-6205,
1616,CC-28384-2,2026-05-01,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,12,3,X0-145 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 6/16/2026 4:18pm W-6205 • CC-28384-2 • External ID:,CENSUS,X0-145,05/22/26,,FEMALE,1616,,4,4,YES,6/16/2026 4:18pm,W-6205,
1617,CC-28384-2,2026-05-01,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,12,3,X0-145 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 6/16/2026 4:18pm W-6205 • CC-28384-2 • External ID:,CENSUS,X0-145,05/22/26,,FEMALE,1617,,4,4,YES,6/16/2026 4:18pm,W-6205,
1619,CC-28384-2,2026-05-01,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,12,3,X0-145 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 6/16/2026 4:18pm W-6205 • CC-28384-2 • External ID:,CENSUS,X0-145,05/22/26,,FEMALE,1619,,4,4,YES,6/16/2026 4:18pm,W-6205,
1620,CC-28384-2,2026-05-01,FEMALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1616 | 1617 | 1619 | 1620,12,3,X0-145 Species MOUSE # Animals 4 Census 05/22/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1616 1617 1619 1620 Created 6/16/2026 4:18pm W-6205 • CC-28384-2 • External ID:,CENSUS,X0-145,05/22/26,,FEMALE,1620,,4,4,YES,6/16/2026 4:18pm,W-6205,
1621,CC-28576-2,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1621 | 1623,14,2,X0-145 Species MOUSE # Animals 2 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1621 1623 Created 6/16/2026 3:48pm W-6264 • CC-28576-2 • External ID:,CENSUS,X0-145,06/01/26,,FEMALE,1621,,2,2,YES,6/16/2026 3:48pm,W-6264,
1623,CC-28576-2,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1621 | 1623,14,2,X0-145 Species MOUSE # Animals 2 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1621 1623 Created 6/16/2026 3:48pm W-6264 • CC-28576-2 • External ID:,CENSUS,X0-145,06/01/26,,FEMALE,1623,,2,2,YES,6/16/2026 3:48pm,W-6264,
1625,CC-28577-2,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,14,3,X0-145 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1625 1626 1627 Created 6/16/2026 3:49pm W-6264 • CC-28577-2 • External ID:,CENSUS,X0-145,06/01/26,,FEMALE,1625,,3,3,YES,6/16/2026 3:49pm,W-6264,
1626,CC-28577-2,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,14,3,X0-145 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1625 1626 1627 Created 6/16/2026 3:49pm W-6264 • CC-28577-2 • External ID:,CENSUS,X0-145,06/01/26,,FEMALE,1626,,3,3,YES,6/16/2026 3:49pm,W-6264,
1627,CC-28577-2,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1625 | 1626 | 1627,14,3,X0-145 Species MOUSE # Animals 3 Census 06/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1625 1626 1627 Created 6/16/2026 3:49pm W-6264 • CC-28577-2 • External ID:,CENSUS,X0-145,06/01/26,,FEMALE,1627,,3,3,YES,6/16/2026 3:49pm,W-6264,
1629,CC-28754-1,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1629 | 1631,15,3,X0-145 Species MOUSE # Animals 2 Census 06/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1629 1631 Created 6/9/2026 1:14pm SPLIT-6919 • CC-28754-1 • External ID:,CENSUS,X0-145,06/09/26,,FEMALE,1629,,2,2,YES,6/9/2026 1:14pm,SPLIT-6919,
1630,CC-28578-3,2026-05-11,MALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1630,15,1,X0-145 Species MOUSE # Animals 1 Census 06/01/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1630 Created 6/16/2026 3:51pm W-6264 • CC-28578-3 • External ID:,CENSUS,X0-145,06/01/26,,MALE,1630,,1,1,YES,6/16/2026 3:51pm,W-6264,
1631,CC-28754-1,2026-05-11,FEMALE,Kcnt1-YH; SST-cre,575 (M) x 546 (F) | 1629 | 1631,15,3,X0-145 Species MOUSE # Animals 2 Census 06/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-05-11 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 575 (M) x 546 (F) 1629 1631 Created 6/9/2026 1:14pm SPLIT-6919 • CC-28754-1 • External ID:,CENSUS,X0-145,06/09/26,,FEMALE,1631,,2,2,YES,6/9/2026 1:14pm,SPLIT-6919,
