Extracted Sorting ID 052826,Cage Card 052826,DOB 052826,Sex 052826,Strain,Notes,Source Page,Position on Page,Raw Card Text,Card Type,External ID,Census Date,Breeding Date,Sex Normalized,Mouse Tag,Previous Tag,# Animals,Mice In Card,ID Count Matches # Animals,Created,Ref,Parse Warnings
551,CC-24576-3,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,7,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:,CENSUS,X0-145,11/15/25,,FEMALE,551,,4,4,YES,3/24/2026 2:56pm,W-4982,
556,CC-24575-6,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,7,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:,CENSUS,X0-145,11/15/25,,MALE,556,,4,4,YES,3/24/2026 2:56pm,W-4982,
557,CC-26360-2,11/27/25,F,Kcnt1-YH; PV-Cre,557 (former breeder),9,3,X0-145 Species MOUSE # Animals 1 Census 02/18/26 Sex F P.I. Barry J. Strain Kcnt1-YH; PV-Cre Code DOB 11/27/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 557 (former breeder) Created 5/22/2026 1:46pm SPLIT-5973 • CC-26360-2 • External ID:,CENSUS,X0-145,02/18/26,,FEMALE,557,,1,1,YES,5/22/2026 1:46pm,SPLIT-5973,
558,CC-25203-4,11/27/2025,FEMALE,Kcnt1-YH;PV-Cre,558 | 559,8,3,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 558 559 Created 2/18/2026 4:41pm W-5191 • CC-25203-4 • External ID:,CENSUS,X0-145,12/18/25,,FEMALE,558,,2,2,YES,2/18/2026 4:41pm,W-5191,
559,CC-25203-4,11/27/2025,FEMALE,Kcnt1-YH;PV-Cre,558 | 559,8,3,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 558 559 Created 2/18/2026 4:41pm W-5191 • CC-25203-4 • External ID:,CENSUS,X0-145,12/18/25,,FEMALE,559,,2,2,YES,2/18/2026 4:41pm,W-5191,
560,CC-25204-2,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,9,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:,CENSUS,X0-145,12/18/25,,MALE,560,,3,3,YES,12/19/2025 2:41pm,W-5191,
561,CC-25204-2,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,9,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:,CENSUS,X0-145,12/18/25,,MALE,561,,3,3,YES,12/19/2025 2:41pm,W-5191,
562,CC-25204-2,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,9,1,X0-145 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 560 561 562 Created 12/19/2025 2:41pm W-5191 • CC-25204-2 • External ID:,CENSUS,X0-145,12/18/25,,MALE,562,,3,3,YES,12/19/2025 2:41pm,W-5191,
565,CC-28386-1,11/27/25,M,kcnt1-YH; PV-Cre,565 (former breeder),16,2,X0-145 Species MOUSE # Animals 1 Census 05/22/26 Sex M P.I. Barry J. Strain kcnt1-YH; PV-Cre Code DOB 11/27/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (former breeder) Created 5/22/2026 1:46pm SPLIT-6809 • CC-28386-1 • External ID:,CENSUS,X0-145,05/22/26,,MALE,565,,1,1,YES,5/22/2026 1:46pm,SPLIT-6809,
566,CC-25205-3,11/27/2025,MALE,Kcnt1-YH;PV-Cre,566 | 567,9,2,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 566 567 Created 2/18/2026 4:41pm W-5191 • CC-25205-3 • External ID:,CENSUS,X0-145,12/18/25,,MALE,566,,2,2,YES,2/18/2026 4:41pm,W-5191,
567,CC-25205-3,11/27/2025,MALE,Kcnt1-YH;PV-Cre,566 | 567,9,2,X0-145 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 566 567 Created 2/18/2026 4:41pm W-5191 • CC-25205-3 • External ID:,CENSUS,X0-145,12/18/25,,MALE,567,,2,2,YES,2/18/2026 4:41pm,W-5191,
571,CC-24575-6,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,7,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:,CENSUS,X0-145,11/15/25,,MALE,571,,4,4,YES,3/24/2026 2:56pm,W-4982,
572,CC-24575-6,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,7,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:,CENSUS,X0-145,11/15/25,,MALE,572,,4,4,YES,3/24/2026 2:56pm,W-4982,
573,CC-24575-6,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,7,2,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 571 572 573 556 Created 3/24/2026 2:56pm W-4982 • CC-24575-6 • External ID:,CENSUS,X0-145,11/15/25,,MALE,573,,4,4,YES,3/24/2026 2:56pm,W-4982,
575,CC-27096-1,10/25/25,MALE,Kcnt1-YH; SST-cre (het),575 (M) x 546 (F),10,3,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 10/25/25 F DOB 10/25/25 Breeding Date 03/24/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) Kcnt1-YH; SST-cre (het) F Strain (ID) Kcnt1-YH; SST-cre (het) Notes 575 (M) x 546 (F) Created 3/24/2026 3:40pm SPLIT-6268 • CC-27096-1 • External ID:,BREEDER,X0-145,,03/24/26,MALE,575,,2,2,YES,3/24/2026 3:40pm,SPLIT-6268,
576,CC-27511-1,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 576 (previously 533,13,1,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 576 (previously 533 Created 4/16/2026 3:08pm SPLIT-6465 • CC-27511-1 • External ID:,CENSUS,X0-145,04/16/26,,MALE,576,533,1,1,YES,4/16/2026 3:08pm,SPLIT-6465,
577,CC-23782-8,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 577 (previously 534),5,3,X0-145 Species MOUSE # Animals 1 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) Created 5/20/2026 10:34am • CC-23782-8 • External ID:,CENSUS,X0-145,10/06/25,,MALE,577,534,1,1,YES,5/20/2026 10:34am,,
578,CC-28266-1,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 578 (previously 535),15,2,X0-145 Species MOUSE # Animals 1 Census 05/20/26 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 578 (previously 535) Created 5/20/2026 10:34am SPLIT-6742 • CC-28266-1 • External ID:,CENSUS,X0-145,05/20/26,,MALE,578,535,1,1,YES,5/20/2026 10:34am,SPLIT-6742,
579,CC-27241-1,2026-03-14,FEMALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 579 | 580,11,3,X0-145 Species MOUSE # Animals 2 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 579 580 Created 4/4/2026 11:43am W-5844 • CC-27241-1 • External ID:,CENSUS,X0-145,04/04/26,,FEMALE,579,,2,2,YES,4/4/2026 11:43am,W-5844,
580,CC-27241-1,2026-03-14,FEMALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 579 | 580,11,3,X0-145 Species MOUSE # Animals 2 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 579 580 Created 4/4/2026 11:43am W-5844 • CC-27241-1 • External ID:,CENSUS,X0-145,04/04/26,,FEMALE,580,,2,2,YES,4/4/2026 11:43am,W-5844,
583,CC-27240-2,2026-03-14,MALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1607 | 1608 | 1609,11,2,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1607 1608 1609 Created 5/21/2026 2:22pm W-5844 • CC-27240-2 • External ID:,CENSUS,X0-145,04/04/26,,MALE,583,,5,5,YES,5/21/2026 2:22pm,W-5844,
584,CC-27240-2,2026-03-14,MALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1607 | 1608 | 1609,11,2,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1607 1608 1609 Created 5/21/2026 2:22pm W-5844 • CC-27240-2 • External ID:,CENSUS,X0-145,04/04/26,,MALE,584,,5,5,YES,5/21/2026 2:22pm,W-5844,
588,CC-27733-4,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 | 1611 | 1612,13,3,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 1611 1612 Created 5/28/2026 9:59am W-6039 • CC-27733-4 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,588,,4,4,YES,5/28/2026 9:59am,W-6039,
591,CC-28501-1,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 591,17,2,X0-145 Species MOUSE # Animals 1 Census 05/28/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 591 Created 5/28/2026 9:59am SPLIT-6853 • CC-28501-1 • External ID:,CENSUS,X0-145,05/28/26,,FEMALE,591,,1,1,YES,5/28/2026 9:59am,SPLIT-6853,
594,CC-27734-3,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,14,1,X0-145 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 Created 5/28/2026 10:00am W-6039 • CC-27734-3 • External ID:,CENSUS,X0-145,04/27/26,,MALE,594,,2,2,YES,5/28/2026 10:00am,W-6039,
595,CC-27734-3,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,14,1,X0-145 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 594 595 Created 5/28/2026 10:00am W-6039 • CC-27734-3 • External ID:,CENSUS,X0-145,04/27/26,,MALE,595,,2,2,YES,5/28/2026 10:00am,W-6039,
596,CC-28502-1,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 596,17,3,X0-145 Species MOUSE # Animals 1 Census 05/28/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 596 Created 5/28/2026 10:00am SPLIT-6854 • CC-28502-1 • External ID:,CENSUS,X0-145,05/28/26,,MALE,596,,1,1,YES,5/28/2026 10:00am,SPLIT-6854,
597,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,14,3,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0597,,3,3,YES,5/26/2026 3:45pm,W-6131,
598,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,14,3,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0598,,3,3,YES,5/26/2026 3:45pm,W-6131,
599,CC-28080-3,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,14,3,X0-145 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 5/26/2026 3:45pm W-6131 • CC-28080-3 • External ID:,CENSUS,X0-145,05/09/26,,FEMALE,0599,,3,3,YES,5/26/2026 3:45pm,W-6131,
1600,CC-28241-2,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1600 | 1601 | 1603 - no eartag, black coat",15,1,"X0-145 Species MOUSE # Animals 3 Census 05/18/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1600 1601 1603 - no eartag, black coat Created 5/26/2026 3:45pm SPLIT-6726 • CC-28241-2 • External ID:",CENSUS,X0-145,05/18/26,,FEMALE,1600,,3,3,YES,5/26/2026 3:45pm,SPLIT-6726,
1601,CC-28241-2,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1600 | 1601 | 1603 - no eartag, black coat",15,1,"X0-145 Species MOUSE # Animals 3 Census 05/18/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1600 1601 1603 - no eartag, black coat Created 5/26/2026 3:45pm SPLIT-6726 • CC-28241-2 • External ID:",CENSUS,X0-145,05/18/26,,FEMALE,1601,,3,3,YES,5/26/2026 3:45pm,SPLIT-6726,
1602,CC-28433-1,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1602 | 1606,16,3,X0-145 Species MOUSE # Animals 2 Census 05/26/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1602 1606 Created 5/26/2026 3:44pm SPLIT-6831 • CC-28433-1 • External ID:,CENSUS,X0-145,05/26/26,,MALE,1602,,2,2,YES,5/26/2026 3:44pm,SPLIT-6831,
1603,CC-28241-2,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1600 | 1601 | 1603 - no eartag, black coat",15,1,"X0-145 Species MOUSE # Animals 3 Census 05/18/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1600 1601 1603 - no eartag, black coat Created 5/26/2026 3:45pm SPLIT-6726 • CC-28241-2 • External ID:",CENSUS,X0-145,05/18/26,,FEMALE,1603,,3,3,YES,5/26/2026 3:45pm,SPLIT-6726,
1604,CC-28079-3,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1604 | 1605,14,2,X0-145 Species MOUSE # Animals 2 Census 05/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1604 1605 Created 5/26/2026 3:44pm W-6131 • CC-28079-3 • External ID:,CENSUS,X0-145,05/09/26,,MALE,1604,,2,2,YES,5/26/2026 3:44pm,W-6131,
1605,CC-28079-3,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1604 | 1605,14,2,X0-145 Species MOUSE # Animals 2 Census 05/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1604 1605 Created 5/26/2026 3:44pm W-6131 • CC-28079-3 • External ID:,CENSUS,X0-145,05/09/26,,MALE,1605,,2,2,YES,5/26/2026 3:44pm,W-6131,
1606,CC-28433-1,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1602 | 1606,16,3,X0-145 Species MOUSE # Animals 2 Census 05/26/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 575 (M) x 546 (F) 1602 1606 Created 5/26/2026 3:44pm SPLIT-6831 • CC-28433-1 • External ID:,CENSUS,X0-145,05/26/26,,MALE,1606,,2,2,YES,5/26/2026 3:44pm,SPLIT-6831,
1607,CC-27240-2,2026-03-14,MALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1607 | 1608 | 1609,11,2,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1607 1608 1609 Created 5/21/2026 2:22pm W-5844 • CC-27240-2 • External ID:,CENSUS,X0-145,04/04/26,,MALE,1607,,5,5,YES,5/21/2026 2:22pm,W-5844,
1608,CC-27240-2,2026-03-14,MALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1607 | 1608 | 1609,11,2,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1607 1608 1609 Created 5/21/2026 2:22pm W-5844 • CC-27240-2 • External ID:,CENSUS,X0-145,04/04/26,,MALE,1608,,5,5,YES,5/21/2026 2:22pm,W-5844,
1609,CC-27240-2,2026-03-14,MALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1607 | 1608 | 1609,11,2,X0-145 Species MOUSE # Animals 5 Census 04/04/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 583 584 1607 1608 1609 Created 5/21/2026 2:22pm W-5844 • CC-27240-2 • External ID:,CENSUS,X0-145,04/04/26,,MALE,1609,,5,5,YES,5/21/2026 2:22pm,W-5844,
1610,CC-27733-4,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 | 1611 | 1612,13,3,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 1611 1612 Created 5/28/2026 9:59am W-6039 • CC-27733-4 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1610,,4,4,YES,5/28/2026 9:59am,W-6039,
1611,CC-27733-4,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 | 1611 | 1612,13,3,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 1611 1612 Created 5/28/2026 9:59am W-6039 • CC-27733-4 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1611,,4,4,YES,5/28/2026 9:59am,W-6039,
1612,CC-27733-4,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588 | 1610 | 1611 | 1612,13,3,X0-145 Species MOUSE # Animals 4 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes parents 565 (M) x 557 (F) 588 1610 1611 1612 Created 5/28/2026 9:59am W-6039 • CC-27733-4 • External ID:,CENSUS,X0-145,04/27/26,,FEMALE,1612,,4,4,YES,5/28/2026 9:59am,W-6039,
1613,CC-28383-1,2026-05-01,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614 | 1615,15,3,X0-145 Species MOUSE # Animals 3 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1613 1614 1615 Created 5/22/2026 1:41pm W-6205 • CC-28383-1 • External ID:,CENSUS,X0-145,05/22/26,,MALE,1613,,3,3,YES,5/22/2026 1:41pm,W-6205,
1614,CC-28383-1,2026-05-01,MALE,Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 1613 | 1614 | 1615,15,3,X0-145 Species MOUSE # Animals 3 Census 05/22/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-05-01 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 565 (M) x 557 (F) 1613 1614 1615 Created 5/22/2026 1:41pm W-6205 • CC-28383-1 • External ID:,CENSUS,X0-145,05/22/26,,MALE,1614,,3,3,YES,5/22/2026 1:41pm,W-6205,
